Name,Type,Address,Zip Code
"('Jack in the Box',)",hotdogs,"('8410 Hillcroft St',)","('77096',)"
"(""Calliope's"",)",cajun,"('7590 W Bellfort Ave',)","('77071',)"
"(""McDonald's"",)",hotdogs,"('4643 Beechnut St',)","('77096',)"
"('Sonic Drive-In',)",hotdogs,"('5902 Hillcroft St',)","('77036',)"
"(""Little Matt's"",)",burgers,"('6203 Edloe St',)","('77005',)"
"('Boston Market',)",tradamerican,"('4672 Beechnut St',)","('77096',)"
"('Tacos La Bala',)",mexican,"('5800 Bellaire Blvd',)","('77081',)"
"('Panda Express',)",chinese,"('8705 West Loop South',)","('77096',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('5721 Bellaire Blvd',)","('77081',)"
"('JCI- James Coney Island- Meyerland',)",hotdog,"('530 Meyerland Plz',)","('77096',)"
"('Whataburger',)",burgers,"('7629 W Bellfort St',)","('77071',)"
"(""Wendy's"",)",burgers,"('4544 Bissonnet',)","('77401',)"
"('Chick-fil-A',)",hotdogs,"('7502 Fondren Rd',)","('77074',)"
"(""McDonald's"",)",burgers,"('5512 Bellaire Blvd',)","('77081',)"
"('Golden Chick',)",hotdogs,"('13600 S Post Oak Blvd',)","('77045',)"
"('Jones Fried Chicken',)",halal,"('6633 Fondren Rd',)","('77036',)"
"('Taco Bell',)",hotdogs,"('7720 West Bellfort',)","('77071',)"
"(""Tapester's Grill"",)",tradamerican,"('4520 Beechnut St',)","('77096',)"
"('Apple Teriyaki Express',)",korean,"('7206 Bissonnet St',)","('77074',)"
"('Tortas Las Llardas',)",hotdogs,"('6900 Southwest Fwy',)","('77074',)"
"('Taco Bell',)",mexican,"('5600 Bellaire',)","('77081',)"
"('Firehouse Subs',)",delis,"('7505 Southwest Fwy',)","('77074',)"
"('Papa Johns Pizza',)",pizza,"('9718 Hillcroft Ave',)","('77096',)"
"('El Rancherito',)",mexican,"('6818 Chetwood Dr',)","('77081',)"
"('Checkers',)",burgers,"('13500 S Post Oak Rd',)","('77045',)"
"(""Fajita Pete's - Bellaire"",)",mexican,"('6719 Weslayan St',)","('77005',)"
"('IHOP',)",breakfast_brunch,"('8515 West Lp S',)","('77096',)"
"(""McDonald's"",)",burgers,"('9555 S Post Oak Rd',)","('77096',)"
"(""Jimmy John's"",)",sandwiches,"('5124 Bissonnet St',)","('77401',)"
"(""Wendy's"",)",hotdogs,"('6101 Hillcroft',)","('77081',)"
"(""The '401"",)",tradamerican,"('6700 Ferris St',)","('77401',)"
"('Taco Cabana',)",mexican,"('7501 Bellaire Blvd.',)","('77036',)"
"(""McDonald's"",)",hotdogs,"('11311 Fondren Rd',)","('77035',)"
"('Whataburger',)",hotdogs,"('6520 Southwest Fwy',)","('77074',)"
"('The Cookshack',)",chickenshop,"('4015 Washington Ave',)","('77007',)"
"('The Burger Joint',)",burgers,"('2703 Montrose Blvd',)","('77006',)"
"(""Dave's Hot Chicken"",)",chickenshop,"('614 Dennis St',)","('77006',)"
"('Shake Shack',)",burgers,"('6205 Kirby Dr',)","('77005',)"
"('Tacos A Go Go',)",mexican,"('3704 Main St',)","('77002',)"
"('Chick-fil-A',)",hotdogs,"('2715 Southwest Fwy',)","('77098',)"
"('Jollibee',)",hotdogs,"('8001 S Main St',)","('77025',)"
"('Taco Cabana',)",mexican,"('3905 Kirby Dr.',)","('77098',)"
"(""Yoyo's Hot Dog"",)",hotdog,"('2504 Amherst St',)","('77005',)"
"('Tacos Tierra Caliente',)",foodtrucks,"('2003 W Alabama St',)","('77098',)"
"(""Torchy's Tacos"",)",tex-mex,"('2411 S Shepherd Dr',)","('77019',)"
"('Shake Shack',)",burgers,"('1002 Westheimer Rd',)","('77006',)"
"('Jack in the Box',)",hotdogs,"('3302 Richmond Ave',)","('77098',)"
"('El Rey Taqueria',)",mexican,"('910 Shepherd Dr',)","('77007',)"
"('Hopdoddy Burger Bar',)",burgers,"('5510 Morningside Dr',)","('77005',)"
"('Fajitas A Go Go',)",tex-mex,"('3773 Richmond Ave',)","('77046',)"
"(""Wendy's"",)",burgers,"('5003 Kirby',)","('77098',)"
"('Piada Italian Street Food',)",salad,"('5801 Memorial Park Dr',)","('77007',)"
"('Brown Bag Deli',)",delis,"('2036 Westheimer Rd',)","('77098',)"
"('Whataburger',)",burgers,"('3712 S Shepherd Dr',)","('77098',)"
"('Taco Bell',)",mexican,"('1817 S Shepherd Dr.',)","('77019',)"
"(""McDonald's"",)",hotdogs,"('4920 N Kirby Dr',)","('77098',)"
"('Freebirds World Burrito',)",mexican,"('3745 Greenbriar St',)","('77098',)"
"('Potbelly Sandwich Shop',)",sandwiches,"('3800 Southwest Fwy',)","('77027',)"
"(""Pappa Geno's"",)",cheesesteaks,"('515 Westheimer Rd',)","('77006',)"
"('Jack in the Box',)",hotdogs,"('3110 W Dallas St',)","('77019',)"
"('Chicken Kitchen',)",chickenshop,"('2516 Rice Blvd',)","('77005',)"
"(""Little Matt's"",)",burgers,"('6203 Edloe St',)","('77005',)"
"(""Jason's Deli"",)",delis,"('2611 S Shepherd Dr',)","('77098',)"
"('Twisted Grilled Cheese',)",tradamerican,"('5555 Washington Ave',)","('77007',)"
"('Whataburger',)",burgers,"('2265 W Holcombe Blvd',)","('77030',)"
"('Oh My Gogi!',)",korean,"('5555 Morningside Dr',)","('77401',)"
"('Whataburger',)",burgers,"('3797 Southwest Fwy',)","('77027',)"
"(""Katz's"",)",delis,"('616 Westheimer Rd',)","('77006',)"
"('Velvet Taco',)",newamerican,"('4819 Washington Ave',)","('77077',)"
"('Liberty Taco',)",tacos,"('4703 Richmond Ave',)","('77027',)"
"('Howdy Hot Chicken',)",sandwiches,"('3520 South Shepherd Dr',)","('77098',)"
"('AL Quick Stop',)",convenience,"('2002 Waugh Dr',)","('77006',)"
"(""Jersey Mike's Subs"",)",sandwiches,"('5819 Kirby Dr',)","('77005',)"
"(""Niko Niko's Greek & American Cafe"",)",greek,"('2520 Montrose Blvd',)","('77006',)"
"('Taco Bell',)",mexican,"('2245 West Holcombe Blvd',)","('77030',)"
"(""Torchy's Tacos"",)",tex-mex,"('2400 Times Blvd',)","('77005',)"
"('Hopdoddy Burger Bar',)",burgers,"('4444 Westheimer Rd',)","('77027',)"
"('Bonchon',)",korean,"('2100 Travis St',)","('77002',)"
"('The Hot Bagel Shop',)",bakeries,"('2015 S Shepherd Dr',)","('77019',)"
"(""Southwell's Hamburger Grill"",)",burgers,"('2252 W Holcombe Blvd',)","('77030',)"
"('Jack in the Box',)",hotdogs,"('4550 San Felipe St',)","('77027',)"
"('Potbelly Sandwich Shop',)",sandwiches,"('5800 Kirby Dr',)","('77005',)"
"('100% Taquito',)",mexican,"('3245 Southwest Fwy',)","('77027',)"
"('#1 Chicken Rice & Seafood',)",burgers,"('4621 Almeda Rd',)","('77004',)"
"('Jack in the Box',)",burgers,"('12680 Beechnut St',)","('77072',)"
"('Checkers',)",hotdogs,"('11300 Bissonnet Street',)","('77099',)"
"('Chick-fil-A',)",hotdogs,"('12161 Southwest Fwy',)","('77477',)"
"(""Charlie's Taco"",)",hotdogs,"('12404 S Kirkwood Rd',)","('77477',)"
"('Lims Chicken',)",chickenshop,"('10603 Bellaire Blvd',)","('77072',)"
"('Two Hands',)",hotdog,"('9393 Bellaire Blvd',)","('77036',)"
"('Jack in the Box',)",burgers,"('12175 Southwest Fwy',)","('77477',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('12436 Bissonnet St',)","('77099',)"
"('Burger King',)",burgers,"('12590 Bissonnet St',)","('77099',)"
"('Checkers',)",hotdogs,"('13600 Beechnut St.',)","('77083',)"
"(""Wendy's"",)",burgers,"('10731 W. Bellfort Street',)","('77099',)"
"(""Stacatto's"",)",newamerican,"('11300 Beechnut St',)","('77072',)"
"(""Frenchy's Chicken - Wilcrest/Murphy"",)",cajun,"('11631 Southwest Fwy',)","('77031',)"
"('Cajun Seafood & Wings',)",seafood,"('12281S Dairy Ashford',)","('77099',)"
"('Taco Bell',)",hotdogs,"('10535 Bissonnet',)","('77099',)"
"('Zero Degrees',)",juicebars,"('10603 Bellaire Blvd',)","('77072',)"
"('Taco Bell',)",mexican,"('12560 Southwest Freeway',)","('77477',)"
"('Halal 5',)",halal,"('11611 W Airport Blvd',)","('77477',)"
"('Mr Sub',)",sandwiches,"('11030 Bissonnet St',)","('77099',)"
"(""McDonald's"",)",burgers,"('10415 Bissonnet St',)","('77099',)"
"('Whataburger',)",hotdogs,"('13030 Murphy Rd',)","('77477',)"
"('Chipotle Mexican Grill',)",mexican,"('11249 W Airport Blvd',)","('77477',)"
"('Whataburger',)",hotdogs,"('8134 W Sam Houston Pkwy S',)","('77072',)"
"('Chunk’s Burger',)",burgers,"('411 Dulles Ave',)","('77477',)"
"('Chick-fil-A',)",hotdogs,"('6840 W Sam Houston Pkwy S',)","('77072',)"
"('Vietwich',)",sandwiches,"('203 Dulles Ave',)","('77477',)"
"(""McDonald's"",)",hotdogs,"('13532 Beechnut St',)","('77072',)"
"('Bellaire Sandwich Fast Food',)",sandwiches,"('13275 Bellaire Blvd',)","('77083',)"
"('Tacos La Bala',)",mexican,"('10100 Beechnut St',)","('77072',)"
"('Raising Cane’s - Stafford',)",chickenshop,"('12627 S Kirkwood Rd',)","('77477',)"
"('Sonic Drive-In',)",hotdogs,"('11902 Bissonnet St',)","('77099',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('1134 Eldridge Rd',)","('77478',)"
"('Jack in the Box',)",hotdogs,"('10901 Bellaire Blvd',)","('77072',)"
"('Whataburger',)",hotdogs,"('9517 Bissonnet St',)","('77036',)"
"('KFC',)",hotdogs,"('9922 Beechnut St',)","('77036',)"
"('Antojos Locos',)",mexican,"('11861 S Sam Houston Pkwy W',)","('77031',)"
"('Sonic Drive-In',)",hotdogs,"('12260 Southwest Fwy',)","('77477',)"
"('Jack in the Box',)",hotdogs,"('10806 Bissonnet St',)","('77099',)"
"(""Sara's Halal Burgers & Grill"",)",pakistani,"('13420 W Bellfort Ave',)","('77498',)"
"('Texas Forever Express',)",breakfast_brunch,"('13600 Beechnut St',)","('77083',)"
"('KFC',)",chicken_wings,"('12570 Southwest Fwy',)","('77477',)"
"('Popeyes Louisiana Kitchen',)",chicken_wings,"('12550 Bellaire Blvd',)","('77072',)"
"(""McDonald's"",)",hotdogs,"('10638 W Bellfort',)","('77099',)"
"(""McDonald's"",)",hotdogs,"('11210 W Airport',)","('77477',)"
"('The Hodge Podge Café',)",tradamerican,"('10000 Southwest Fwy',)","('77074',)"
"('Pollo Campero',)",hotdogs,"('9979 Beechnut St',)","('77036',)"
"('Burger King',)",burgers,"('11930 Bellaire Blvd',)","('77072',)"
"('Quiznos',)",sandwiches,"('11339 Fountain Lake Dr',)","('77477',)"
"(""Vi's Sandwiches"",)",vietnamese,"('11201 Bellaire Blvd Houston',)","('77072',)"
"(""McDonald's"",)",burgers,"('11825 Bellaire Blvd',)","('77072',)"
"(""Wendy's"",)",hotdogs,"('7090A W. Orem Drive',)","('77085',)"
"(""Annie's Hamburgers"",)",burgers,"('10821 S Post Oak Rd',)","('77035',)"
"('Golden Chick',)",hotdogs,"('13600 S Post Oak Blvd',)","('77045',)"
"('Checkers',)",burgers,"('13500 S Post Oak Rd',)","('77045',)"
"('Peru Gourmet',)",peruvian,"('10804 S Post Oak Rd',)","('77035',)"
"('Whataburger',)",burgers,"('7629 W Bellfort St',)","('77071',)"
"('The Stuffed Baked Potato Factory',)",comfortfood,"('14708 Hiram Clarke Rd',)","('77053',)"
"(""Cue's Burgers & More"",)",burgers,"('10423 S Post Oak Rd',)","('77035',)"
"('Jack in the Box',)",hotdogs,"('4920 W Bellfort St',)","('77035',)"
"('Whataburger',)",burgers,"('10310 S Post Oak Rd',)","('77035',)"
"('Chick-fil-A',)",hotdogs,"('5001 Beechnut St',)","('77096',)"
"('Taco Bell',)",mexican,"('5550 Orem Drive',)","('77045',)"
"(""Fuzzy's Taco Shop"",)",mexican,"('10275 B South Post Oak',)","('77096',)"
"('Jack in the Box',)",hotdogs,"('5248 Allum Rd',)","('77045',)"
"(""McDonald's"",)",burgers,"('10315 S Post Oak',)","('77035',)"
"('Taco Bell',)",hotdogs,"('7720 West Bellfort',)","('77071',)"
"('Q Wings Seafood  & Boba',)",chicken_wings,"('6715 Bissonnet St',)","('77074',)"
"(""McDonald's"",)",hotdogs,"('13882 S Post Oak',)","('77045',)"
"('Pollo Campero',)",latin,"('7754 W Bellfort St',)","('77071',)"
"(""McDonald's"",)",hotdogs,"('5911 S Braeswood Blvd',)","('77096',)"
"('Cafe Express',)",sandwiches,"('210 Meyerland Plaza',)","('77096',)"
"(""McDonald's"",)",hotdogs,"('11311 Fondren Rd',)","('77035',)"
"('Chick-fil-A',)",hotdogs,"('7502 Fondren Rd',)","('77074',)"
"('Teotihuacan Mexican Restaurant',)",mexican,"('6579 W Bellfort St',)","('77035',)"
"('Firehouse Subs',)",sandwiches,"('170 Meyerland Plz',)","('77096',)"
"('Sonic Drive-In',)",hotdogs,"('13535 Post Oak Rd',)","('77045',)"
"('Becks Prime',)",hotdog,"('708 Meyerland Plz',)","('77096',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('8519 Bellfort St',)","('77071',)"
"(""Church's Chicken"",)",hotdogs,"('11121 Fondren Rd',)","('77096',)"
"('JCI- James Coney Island- Meyerland',)",hotdog,"('530 Meyerland Plz',)","('77096',)"
"('Antojitos Los Cocos',)",juicebars,"('13114 S Post Oak Rd',)","('77045',)"
"('Jack in the Box',)",hotdogs,"('13915 Fondren Rd',)","('77489',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('7416A S Sam Houston Pkwy W',)","('77085',)"
"('Papa Johns Pizza',)",pizza,"('9718 Hillcroft Ave',)","('77096',)"
"('Taco Bell',)",hotdogs,"('7422 South Sam Houston Pkwy W',)","('77085',)"
"('Panda Express',)",chinese,"('7420 S. Sam Houston West Pkwy',)","('77085',)"
"('Jack in the Box',)",hotdogs,"('13602 S Post Oak',)","('77045',)"
"('Boston Market',)",tradamerican,"('4672 Beechnut St',)","('77096',)"
"('Pizza Hut',)",pizza,"('11017A Chimney Rock Rd',)","('77096',)"
"(""Tapester's Grill"",)",tradamerican,"('4520 Beechnut St',)","('77096',)"
"(""Church's Chicken"",)",hotdogs,"('14450 S Post Oak',)","('77045',)"
"('Burger King',)",burgers,"('13535 S Post Oak Rd',)","('77045',)"
"('Burger King',)",burgers,"('11102 Fondren Rd',)","('77096',)"
"('Jack in the Box',)",hotdogs,"('8410 Hillcroft St',)","('77096',)"
"('KFC',)",hotdogs,"('4044 W Fuqua St',)","('77045',)"
"('Panda Express',)",chinese,"('8705 West Loop South',)","('77096',)"
"('Apple Teriyaki Express',)",korean,"('7206 Bissonnet St',)","('77074',)"
"(""McDonald's"",)",hotdogs,"('4643 Beechnut St',)","('77096',)"
"('IHOP',)",breakfast_brunch,"('8515 West Lp S',)","('77096',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('4502 W Fuqua St',)","('77045',)"
"('Five Guys',)",burgers,"('507 I-45',)","('77304',)"
"('Burger Fresh & More',)",burgers,"('804 Gladstell Rd',)","('77304',)"
"('Arbys',)",hotdogs,"('1025 N Loop 336 W',)","('77301',)"
"('Taco Cabana',)",mexican,"('202 S.Loop 336 W',)","('77304',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('905 1/2 W Davis St',)","('77301',)"
"(""McDonald's"",)",hotdogs,"('11000 E Davis',)","('77306',)"
"('Jack in the Box',)",hotdogs,"('3595 N Loop 336 E',)","('77301',)"
"('Sonic Drive-In',)",burgers,"('11010 Highway 105 E',)","('77306',)"
"('Whataburger',)",burgers,"('457 S Loop 336 W',)","('77304',)"
"('Chipotle Mexican Grill',)",mexican,"('1301 W Davis St',)","('77304',)"
"(""McKenzie's Barbeque & Burgers"",)",bbq,"('1501 N Frazier St',)","('77301',)"
"('MOD Pizza',)",hotdogs,"('381 S Loop 336 W',)","('77304',)"
"('Panda Express',)",chinese,"('1312 West Davis St',)","('77304',)"
"('Chick-fil-A',)",hotdogs,"('453 S Loop 336 W',)","('77304',)"
"('Hartz Chicken Buffet',)",southern,"('703 West Davis St',)","('77301',)"
"(""Angie's Mexican Restaurant"",)",mexican,"('1647 N Frazier St',)","('77301',)"
"(""Carmelita's Restaurant"",)",mexican,"('109 W Davis St',)","('77301',)"
"(""McDonald's"",)",hotdogs,"('909 W Davis',)","('77301',)"
"('Sonic Drive-In',)",burgers,"('309 North Frazier',)","('77301',)"
"(""Church's Chicken"",)",chickenshop,"('1203 N Frazier St',)","('77301',)"
"('Papa Johns Pizza',)",pizza,"('1201 A Lp',)","('77301',)"
"('Jack in the Box',)",hotdogs,"('1184 W Dallas St',)","('77301',)"
"('Burger King',)",burgers,"('907 W Davis',)","('77301',)"
"('Little Caesars Pizza',)",hotdogs,"('812 S. Frazier St.',)","('77301',)"
"('IHOP',)",breakfast_brunch,"('1508 Interstate 45 S',)","('77304',)"
"('Burger King',)",burgers,"('804 N Lp 336',)","('77301',)"
"('Taco Bell',)",mexican,"('1123 N Frazier',)","('77301',)"
"('Pizza Hut',)",pizza,"('206C S Loop 336 W',)","('77304',)"
"('Sonic Drive-In',)",hotdogs,"('808 West Loop 336',)","('77301',)"
"(""Domino's Pizza"",)",pizza,"('903 N Loop 336 W',)","('77301',)"
"(""McDonald's"",)",hotdogs,"('801 W Loop 336',)","('77301',)"
"('Little Caesars Pizza',)",pizza,"('2104 North Frazier Bay 200',)","('77301',)"
"('El Bosque',)",mexican,"('1111 W Dallas St',)","('77301',)"
"('Subway',)",sandwiches,"('3001 N Frazier',)","('77303',)"
"('Subway',)",sandwiches,"('910 N Frazier',)","('77301',)"
"('Subway',)",sandwiches,"('224 S Loop 336 W',)","('77301',)"
"('Subway',)",sandwiches,"('11343 Hwy 105 E',)","('77301',)"
"('Firehouse Subs',)",sandwiches,"('3021 I-45 N',)","('77304',)"
"(""Jersey Mike's Subs"",)",hotdogs,"('1403 N Loop 336 W',)","('77304',)"
"('MOD Pizza',)",pizza,"('1240 N Loop 336 W',)","('77301',)"
"(""Rana's Mexican Grill"",)",mexican,"('3301 W Davis St',)","('77304',)"
"(""Wendy's"",)",burgers,"('1109 League Line Road',)","('77303',)"
"('Jack in the Box',)",hotdogs,"('1405 N Loop W 336',)","('77304',)"
"('Whataburger',)",hotdogs,"('2123 W Davis St',)","('77304',)"
"('KFC',)",chicken_wings,"('1424 Loop 336 W',)","('77304',)"
"(""Vernon's Kuntry Katfish"",)",seafood,"('5901 W Davis St',)","('77304',)"
"('Honey Bee Ham & Deli',)",burgers,"('1418 N Loop 336 W',)","('77304',)"
"('Buffalo Wild Wings',)",chicken_wings,"('2948 Interstate 45 N',)","('77303',)"
"(""McDonald's"",)",hotdogs,"('2640 N Loop 336',)","('77304',)"
"('Pedro’s Tacos & Tequila Bar',)",mexican,"('2101 W Davis St',)","('77304',)"
"('Taco Bell',)",mexican,"('3207 West Davis',)","('77304',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('2940 Interstate 45 N',)","('77303',)"
"(""Russo's New York Pizzeria Conroe"",)",italian,"('3915 W Davis St',)","('77304',)"
"('Texas Roadhouse',)",tradamerican,"('2230 Interstate 45 N',)","('77301',)"
"('Pizza Hut',)",pizza,"('1241 North Lp W',)","('77301',)"
"('Taco Bell',)",mexican,"('1114 League Line Rd',)","('77303',)"
"('Subway',)",sandwiches,"('8780 Felder Ln',)","('77304',)"
"(""Denny's"",)",diners,"('2243 Stoneside Rd',)","('77303',)"
"('Subway',)",sandwiches,"('3915 W Davis St',)","('77304',)"
"('Cracker Barrel Old Country Store',)",tradamerican,"('1301 League Line Rd',)","('77304',)"
"(""McDonald's"",)",coffee,"('1407 N Loop 336 W',)","('77301',)"
"('Subway',)",sandwiches,"('1351 W Davis',)","('77304',)"
"('Subway Restaurants',)",sandwiches,"('1228 North Loop 336 West',)","('77079',)"
"('Chipotle Mexican Grill',)",mexican,"('10035 Fm 1960 Bypass Rd W',)","('77338',)"
"('Louisiana Famous Fried Chicken and Seafood',)",chicken_wings,"('19440 Hwy 59 N',)","('77338',)"
"('Country Smokin Burgers',)",burgers,"('213 1st St E',)","('77338',)"
"('Chick-fil-A',)",hotdogs,"('20131 Highway 59 N',)","('77338',)"
"('BreWingZ Restaurant and Bar',)",chicken_wings,"('9717 Farm To Market 1960 Bypass Rd W',)","('77338',)"
"('Taco Bell',)",mexican,"('10019 FM 1960 Bypass',)","('77338',)"
"('Burger King',)",burgers,"('6355 Will Clayton Pkwy',)","('77338',)"
"('JCI Grill James Coney Island- Humble',)",hotdog,"('9813 Fm 1960 Bypass',)","('77338',)"
"('Lennys Subs',)",sandwiches,"('8790 Fm 1960 Rd',)","('77338',)"
"('MOD Pizza',)",hotdogs,"('9509 FM 1960 Bypass Rd, Suite 400',)","('77338',)"
"('Island Tingz Caribbean Grill',)",caribbean,"('8790 Fm 1960 Bypass Rd W',)","('77338',)"
"('Popeyes Louisiana Kitchen',)",chicken_wings,"('103 FM 1960 Bypass E',)","('77338',)"
"(""Wendy's"",)",hotdogs,"('10015 Fm 1960 Bypass',)","('77338',)"
"('Pizza Hut',)",pizza,"('150 1st St',)","('77338',)"
"(""Kay's Seafood Burgers & Wings"",)",breakfast_brunch,"('216 Charles St',)","('77338',)"
"('Whataburger',)",burgers,"('3100 N Terminal Rd',)","('77032',)"
"(""Cheddar's Scratch Kitchen"",)",tradamerican,"('9500 Fm 1960 Bypass Rd W',)","('77338',)"
"('Chick-fil-A',)",hotdogs,"('19707 Highway 59 N',)","('77338',)"
"(""Long John Silver's"",)",seafood,"('9950 Fm 1960 Rd W',)","('77338',)"
"('Black Bear Diner - Humble',)",diners,"('9510 Fm 1960 Bypass Rd W',)","('77338',)"
"('Burger King',)",hotdogs,"('10035 FM 1960 Rd W',)","('77338',)"
"(""McDonald's"",)",coffee,"('9451 Fm 1960 Byp',)","('77338',)"
"(""McDonald's"",)",hotdogs,"('152 W 1st St',)","('77338',)"
"(""Jason's Deli"",)",delis,"('19755 Highway 59 N',)","('77338',)"
