State_ab,City,Zip_Code,Lat,Lon,Median,Stdev
IL,Chicago,60649,41.7698532,-87.573953,30544,27832
IL,Chicago,60619,41.7482101,-87.6100746,30836,36407
IL,Chicago,60617,41.7413875,-87.5470102,27327,54491
IL,Chicago,60628,41.7107339,-87.6283617,33299,39183
IL,Chicago,60827,41.6507203,-87.5993689,16883,27466
IL,Chicago,60638,41.8039075,-87.747987,53244,59059
IL,Chicago,60629,41.7896382,-87.7181682,36765,42893
IL,Chicago,60636,41.7902996,-87.6717698,20543,41725
IL,Chicago,60620,41.7526208,-87.6304113,25873,39026
IL,Chicago,60652,41.7383652,-87.7313064,52425,54374
IL,Chicago,60643,41.7130417,-87.6660545,50939,56113
IL,Chicago,60655,41.7028353,-87.6891011,102728,60854
IL,Elk Grove Village,60007,42.0286697,-88.0219089,48822,46972
IL,Rosemont,60018,41.9854352,-87.8694195,55845,62962
IL,Winnetka,60093,42.1116252,-87.7290577,218355,77891
IL,Northbrook,60062,42.1450773,-87.8643671,101106,79935
IL,Glenview,60025,42.094993,-87.8008408,69189,69238
IL,Wheeling,60090,42.1479523,-87.9100992,58788,54341
IL,Mt Prospect,60056,42.0843917,-87.9166479,131178,73921
IL,Arlington Heights,60004,42.1317433,-87.9706738,95962,65862
IL,Arlington Heights,60005,42.0850701,-87.9894768,83407,66047
IL,Rolling Meadows,60008,42.0829609,-88.0152318,78572,69305
IL,Hoffman Estates,60169,42.0543487,-88.0540088,55827,46105
IL,Schaumburg,60194,42.0353003,-88.1397559,62292,42867
IL,Niles,60714,42.0330993,-87.8259788,76515,54163
IL,Skokie,60076,42.0563812,-87.7395379,103192,69946
IL,Lincolnwood,60712,42.0050636,-87.7194386,56994,71972
IL,Northlake,60164,41.9159936,-87.8832938,42306,46222
IL,Schiller Park,60176,41.9511884,-87.8722007,62081,40303
IL,River Forest,60305,41.8875807,-87.8201224,166684,88656
IL,Oak Park,60304,41.8763621,-87.7806602,88319,73767
IL,Berkeley,60163,41.8914615,-87.911866,35043,36211
IL,Broadview,60155,41.8587807,-87.8450055,59028,57064
IL,La Grange Park,60526,41.8402366,-87.8655151,39034,69315
IL,Summit,60501,41.7923913,-87.8068826,44113,30508
IL,Evergreen Park,60805,41.7211699,-87.7153585,57272,73340
IL,Bridgeview,60455,41.7229552,-87.7884821,30898,50902
IL,Worth,60482,41.6857372,-87.7792908,66482,49085
IL,Robbins,60472,41.6499735,-87.7105023,32649,48053
IL,Palos Heights,60463,41.6612104,-87.8180974,127084,64766
IL,Tinley Park,60477,41.5917494,-87.7998897,59549,50799
IL,Midlothian,60445,41.6281704,-87.7186498,66869,38260
IL,Country Club Hills,60478,41.5784583,-87.7170864,49757,38679
IL,Calumet City,60409,41.6347618,-87.572985,18071,28200
IL,Thornton,60476,41.5701733,-87.611745,43284,40128
IL,Homewood,60430,41.5489586,-87.6608609,77630,54241
IL,Flossmoor,60422,41.5425866,-87.6843362,142242,68936
IL,Matteson,60443,41.5004956,-87.7262566,54460,38432
IL,Park Forest,60466,41.474846,-87.6917917,54399,54152
IL,Sycamore,60178,42.0187283,-88.6802759,81556,55657
IL,Shabbona,60550,41.7389372,-88.8442925,53396,45258
IL,Tuscola,61953,39.8227424,-88.2062741,70279,42853
IL,Atwood,61913,39.780873,-88.404048,57207,46148
IL,Addison,60101,41.9426311,-87.9918432,50570,60887
IL,Wheaton,60187,41.8951413,-88.0930105,41008,27148
IL,Hinsdale,60521,41.7992548,-87.925953,197092,94311
IL,Darien,60561,41.7588672,-87.9842644,40953,62478
IL,Lisle,60532,41.8053714,-88.1064106,49748,81853
IL,Ramsey,62080,39.0923804,-89.0012435,45387,31866
IL,Vandalia,62471,38.9465076,-89.109425,17235,27268
IL,Piper City,60959,40.8150514,-88.173689,40221,38771
IL,Gibson City,60936,40.4595114,-88.3768438,41650,56645
IL,Christopher,62822,38.0023557,-89.0629353,29314,50891
IL,Ewing,62836,38.071788,-88.9174789,36200,59680
IL,West Frankfort,62896,37.8900628,-88.835925,37143,35484
IL,Lewistown,61542,40.4338434,-90.0236851,45635,36429
IL,Junction,62954,37.8318134,-88.240629,34539,38712
IL,Roodhouse,62082,39.4900365,-90.3660026,32929,25622
IL,Carrollton,62016,39.322543,-90.3760214,41243,38386
IL,Mazon,60444,41.1909671,-88.4640243,63001,60011
IL,Carthage,62321,40.4131066,-91.1362097,46328,26389
IL,Warsaw,62379,40.2835946,-91.3697857,45177,39883
IL,Stronghurst,61480,40.7081948,-90.9336287,53055,37104
IL,Orion,61273,41.3670735,-90.387625,65373,46689
IL,Atkinson,61235,41.4999813,-90.0022919,46830,58833
IL,Galva,61434,41.1703305,-90.0426897,36875,33617
IL,Clifton,60927,40.9512665,-87.9360821,55011,42764
IL,Woodland,60974,40.734966,-87.6422131,54836,36488
IL,Elkville,62932,37.8773148,-89.214535,37716,57173
IL,Murphysboro,62966,37.7304563,-89.365178,49836,25544
IL,Newton,62448,39.0988362,-88.1307928,76708,43677
IL,Waltonville,62894,38.2356684,-89.0490898,52959,42923
IL,Mount Vernon,62864,38.3166547,-88.9662982,35585,40287
IL,Jerseyville,62052,39.0951467,-90.3386439,48640,57748
IL,Scales Mound,61075,42.4565884,-90.1528805,23735,48664
IL,Galena,61036,42.4104431,-90.4229725,29504,36556
IL,Stockton,61085,42.2941274,-90.0082785,86566,57746
IL,Elgin,60124,42.0116348,-88.3575794,93677,63874
IL,St Charles,60174,41.9092371,-88.2859844,92165,54465
IL,Maple Park,60151,41.8533627,-88.5371252,86893,46164
IL,Geneva,60134,41.8885059,-88.3223597,130734,70755
IL,North Aurora,60542,41.8008513,-88.3057339,37987,45002
IL,Aurora,60506,41.7729488,-88.367867,78947,56045
IL,Herscher,60941,41.1224782,-88.1501937,63278,45739
IL,Saint Anne,60964,41.0395007,-87.7147431,44348,33089
IL,Kankakee,60901,41.1233089,-87.8422601,26805,42739
IL,Oneida,61467,41.0097228,-90.2667347,70077,53174
IL,Elmwood,61529,40.8220132,-90.090439,51410,57244
IL,Wilmot,53192,42.4857181,-88.1691303,52012,47507
IL,North Chicago,60064,42.3304823,-87.849126,45288,35177
IL,Lake Forest,60045,42.2544628,-87.8254669,162335,86312
IL,Vernon Hills,60061,42.2488269,-87.9608841,51711,56584
IL,Highwood,60040,42.2067986,-87.8124395,64282,59864
IL,Lincolnshire,60069,42.2368025,-87.910399,148103,83388
IL,Ottawa,61350,41.3648742,-88.8313262,32603,41175
IL,Oglesby,61348,41.2911103,-89.0653885,51210,35781
IL,Nachusa,61057,41.8272682,-89.3867938,53831,41045
IL,Dixon,61021,41.8784609,-89.4923789,63123,43636
IL,Paw Paw,61353,41.6895619,-89.1284468,50994,44975
IL,Tolono,61880,39.9756051,-88.3148063,69589,55113
IL,Pontiac,61764,40.9261122,-88.6547735,32219,20849
IL,Atlanta,61723,40.2206332,-89.2592547,58023,36110
IL,Lincoln,62656,40.1612683,-89.3450169,53831,53302
IL,Bushnell,61422,40.5805117,-90.4984189,31591,29608
IL,Colchester,62326,40.3611055,-90.8164904,42143,27943
IN,Brooklyn,46111,39.533785,-86.378871,39763,34605
IN,Boonville,47601,38.045154,-87.273811,42764,39543
IN,Bunker Hill,46914,40.659216,-86.101697,33239,32225
IN,Flora,46929,40.610178,-86.537929,41369,38024
IN,Cedar Grove,47016,39.355966,-84.937083,50019,39762
IN,Chrisney,47611,38.010613,-87.030996,45483,40159
IN,Indianapolis,46234,39.816549,-86.320646,57622,44140
IN,Columbus,47201,39.20894,-85.918096,57088,56045
IN,Ramsey,47166,38.287976,-86.065896,30547,39817
IN,Poseyville,47633,38.187258,-87.70853,49349,34906
IN,Delphi,46923,40.583087,-86.667169,35802,34130
IN,Porter,46304,41.651773,-87.090268,146539,83703
IN,Cambridge City,47327,39.813163,-85.137025,30700,41413
IN,Fairland,46126,39.584783,-85.862391,61406,35892
IN,Francisco,47649,38.333551,-87.447425,37452,34379
IN,Connersville,47331,39.626079,-85.30205,48728,28771
IN,Kennard,47351,39.87855,-85.463971,31369,27968
IN,Hagerstown,47346,39.914581,-85.15425,41949,35300
IN,Fillmore,46128,39.737093,-86.70723,63749,56017
IN,Hope,47246,39.29927,-85.765971,41379,32937
IN,South Bend,46637,41.714297,-86.23219,60289,65635
IN,Michigantown,46057,40.287733,-86.229655,47981,31896
IN,Ladoga,47954,39.916645,-86.799008,49894,36922
IN,Hebron,46341,41.403672,-87.221375,92849,61326
IN,Larwill,46764,41.179217,-85.623947,37091,25899
IN,Ligonier,46767,41.464996,-85.594642,38124,41422
IN,Lowell,46356,41.293655,-87.418575,63498,44670
IN,Marion,46953,40.549986,-85.66042,32162,37971
IN,Medora,47260,38.824577,-86.172244,27022,31777
IN,Michigan City,46360,41.756341,-86.818111,80397,66701
IN,Milltown,47145,38.342458,-86.274905,34537,41551
IN,Monroeville,46773,40.973341,-84.868096,42532,27853
IN,Mooresville,46158,39.603805,-86.366936,51344,43521
IN,Lafayette,47905,40.345817,-86.667454,49290,48744
IN,Newburgh,47630,37.949254,-87.405494,47140,58645
IN,New Paris,46553,41.500497,-85.824851,37563,37302
IN,New Whiteland,46184,39.561773,-86.099401,55631,32010
IN,Lagrange,46761,41.730557,-85.172366,42149,30334
IN,Oxford,47971,40.522092,-87.248388,45450,32719
IN,Pennville,47369,40.491908,-85.146702,35704,27683
IN,Rosedale,47874,39.622461,-87.281589,32345,33088
IN,Saint Joe,46785,41.314664,-84.901115,43927,28715
IN,Terre Haute,47803,39.493352,-87.266916,39998,35272
IN,Straughn,47387,39.837382,-85.437765,38534,36167
IN,Stinesville,47464,39.299738,-86.649783,22414,40558
IN,Syracuse,46567,41.420611,-85.749422,44768,43486
IN,Jeffersonville,47130,38.339357,-85.65576,46871,41273
IN,Vincennes,47591,38.676101,-87.511119,34671,36200
IN,Warsaw,46580,41.246045,-85.848457,46417,50737
IN,West Lebanon,47991,40.272365,-87.386167,40436,33868
IN,Whitestown,46075,39.970322,-86.360708,72919,51357
IN,Crown Point,46307,41.412112,-87.262352,86977,69086
IN,Garrett,46738,41.352155,-85.15253,37887,35524
IN,Arlington,46104,39.650315,-85.584801,44693,37266
IN,Avon,46123,39.760713,-86.394145,87406,61259
IN,Indianapolis,46237,39.6666847,-86.031566,94218,58669
IN,Bremen,46506,41.4158833,-86.1463594,62402,53823
IN,Argos,46501,41.2202749,-86.2024317,47868,46323
IN,Bloomington,47403,39.1462686,-86.5560077,38185,39016
IN,Bloomington,47408,39.3010518,-86.5055842,68897,61228
IN,Crawfordsville,47933,40.0266444,-86.8918217,32375,37497
IN,Martinsville,46151,39.520563,-86.4027054,58582,45581
IN,Kentland,47951,40.8011594,-87.4536807,45386,43992
IN,Wolf Lake,46796,41.3136429,-85.428667,52112,43593
IN,Cloverdale,46120,39.4088056,-86.8346434,42348,40052
IN,Tell City,47586,37.9810526,-86.7624701,40234,37256
IN,Portage,46368,41.5578208,-87.2021455,45193,44750
IN,Valparaiso,46383,41.4260058,-86.9933122,76662,56588
IN,Francesville,47946,40.9812064,-86.7710195,43435,46369
IN,Union City,47390,40.2018635,-84.8242525,33083,32938
IN,Versailles,47042,39.0949472,-85.2265605,39532,38939
IN,South Bend,46628,41.7153758,-86.2799019,29306,24832
IN,South Bend,46617,41.6770973,-86.2064843,34677,27805
IN,South Bend,46619,41.6682396,-86.2987139,27116,28960
IN,South Bend,46614,41.6413293,-86.2685563,29969,22679
IN,Hartford City,47348,40.4309374,-85.3213654,40481,44845
IN,Granger,46530,41.7346486,-86.1880058,82953,76825
IN,Mishawaka,46545,41.6936056,-86.0916354,77215,48079
IN,Lakeville,46536,41.5174781,-86.2599246,41720,41552
IN,Shelbyville,46176,39.5435893,-85.8034872,47486,45280
IN,Richland,47634,37.882031,-87.1602244,59411,40982
IN,Fremont,46737,41.729022,-85.0065127,75644,65015
IN,Sullivan,47882,39.1014804,-87.4131266,29992,36687
IN,Lafayette,47904,40.4203849,-86.871807,25386,31172
IN,Lafayette,47909,40.3880211,-86.8462529,33844,33973
IN,West Lafayette,47906,40.5158707,-86.9968593,63964,49886
IN,Jamestown,46147,39.9693837,-86.5347037,67388,51572
IN,Dayton,47941,40.3597441,-86.7547341,73276,55304
IN,Evansville,47715,38.0065132,-87.5042335,47063,44079
IN,Evansville,47713,37.9605013,-87.5616349,28043,26106
IN,Evansville,47711,38.0015536,-87.5559188,37745,31990
IN,Clinton,47842,39.6982753,-87.4548329,44957,37295
IN,Terre Haute,47804,39.4946007,-87.3919828,28876,30785
IN,Terre Haute,47805,39.5802462,-87.3557053,54771,36515
IN,Terre Haute,47802,39.3877004,-87.4572528,49006,58723
IN,Richmond,47374,39.8400072,-84.8939117,25487,26214
IN,Bluffton,46714,40.7214864,-85.1952498,32712,28065
IN,Fort Wayne,46808,41.0966773,-85.1622524,42253,28344
IN,Churubusco,46723,41.2238971,-85.3622334,52567,46114
IN,Decatur,46733,40.8835444,-84.9286621,50705,52472
IN,Berne,46711,40.6592117,-84.9532843,37991,23761
IN,Fort Wayne,46805,41.0934445,-85.1216845,50825,41061
IN,Logansport,46947,40.7434346,-86.2318043,50413,49117
IN,Fort Wayne,46803,41.0653677,-85.0940107,26317,29761
IN,Fort Wayne,46802,41.0596185,-85.1755897,33963,18768
IN,Fort Wayne,46807,41.0526612,-85.1522315,46731,35523
IN,Fort Wayne,46806,41.057167,-85.1012558,24309,43512
IN,Fort Wayne,46809,41.0376661,-85.1775739,43071,32913
IN,Clarksville,47129,38.3067317,-85.7577216,42716,28959
IN,Fort Wayne,46818,41.1365607,-85.1765116,28188,31628
IN,Fort Wayne,46835,41.1273745,-85.0715283,52931,46415
IN,Fort Wayne,46815,41.113356,-85.0301374,63695,43170
IN,Sellersburg,47172,38.3816355,-85.7424788,57619,47060
IN,Fort Wayne,46816,41.041903,-85.0695094,25976,25651
IN,Fort Wayne,46814,41.0304506,-85.3127555,129750,70561
IN,Brazil,47834,39.5267713,-87.1012761,45555,33069
IN,Lebanon,46052,40.1337818,-86.4060823,67466,47303
IN,Zionsville,46077,40.0221384,-86.3200441,73710,51584
IN,Nineveh,46164,39.2469065,-86.1730993,52200,50006
IN,Frankfort,46041,40.2913727,-86.4994454,39179,34332
IN,New Albany,47150,38.3157385,-85.7876761,39335,50721
IN,Washington,47501,38.6670908,-87.1971508,41463,41542
IN,Borden,47106,38.4482193,-85.9012008,73647,54999
IN,Charlestown,47111,38.426654,-85.6809048,26503,47522
IN,Marengo,47140,38.3476871,-86.3172443,45648,35790
IN,Elnora,47529,38.8652479,-87.0230479,48311,53904
IN,Aurora,47001,39.0625876,-84.9083782,37561,40805
IN,Butler,46721,41.4038989,-84.8789841,38892,37484
IN,Waterloo,46793,41.4178188,-85.0890615,46090,37734
IN,Muncie,47304,40.1794879,-85.4234599,19523,22100
IN,Muncie,47302,40.1848521,-85.3554957,23552,33990
IN,Daleville,47334,40.1026089,-85.5092283,72164,51616
IN,Yorktown,47396,40.2035534,-85.5165631,50087,47912
IN,Muncie,47303,40.2699509,-85.3889265,76337,48220
IN,Muncie,47305,40.1961705,-85.3811169,15648,32554
IN,Ireland,47545,38.4089418,-87.0117605,66538,40003
IN,Jasper,47546,38.4098142,-86.8626289,54551,52991
IN,Huntingburg,47542,38.2545701,-86.9378342,56993,40367
IN,Goshen,46526,41.5478824,-85.8571664,56792,55781
IN,Middlebury,46540,41.6886525,-85.7283515,62059,45468
IN,Nappanee,46550,41.482937,-85.9747771,66710,56183
IN,Elkhart,46514,41.7106868,-85.9769163,40505,18635
IN,Attica,47918,40.2901784,-87.247015,33447,25582
IN,Veedersburg,47987,40.1156426,-87.1829025,54544,36298
IN,Laurel,47024,39.473982,-85.1829925,57607,35922
IN,Fulton,46931,40.97401,-86.2355924,52799,34531
IN,Fort Branch,47648,38.2247459,-87.5680904,39559,39891
IN,Princeton,47670,38.4264699,-87.5406306,46326,39837
IN,Marion,46952,40.5680108,-85.6380295,26127,27081
IN,Sweetser,46987,40.5997932,-85.7604175,55815,38892
IN,Fairmount,46928,40.412977,-85.6037106,48216,36740
IN,Upland,46989,40.4280137,-85.5011248,56344,51777
IN,Bloomfield,47424,38.9732529,-86.7637938,44477,43454
IN,Linton,47441,39.0896936,-87.1055532,55760,52018
IN,Noblesville,46060,40.1151845,-85.917054,57700,48193
IN,Arcadia,46030,40.1335206,-86.0344023,82908,37504
IN,Westfield,46074,40.0248358,-86.140725,71247,69796
IN,Noblesville,46062,40.0194677,-86.0470967,69800,63459
IN,Carmel,46033,39.9880042,-86.0875262,126060,77099
IN,Fortville,46040,39.9070143,-85.8716398,41624,46554
IN,New Palestine,46163,39.7351129,-85.8680061,55320,56197
IN,Leavenworth,47137,38.1712947,-86.2368647,43549,45366
IN,Pittsboro,46167,39.886833,-86.4213455,108325,75259
IN,New Castle,47362,39.93387,-85.2785733,59808,59874
IN,Kokomo,46901,40.5071535,-86.1339048,27535,26756
IN,Huntington,46750,40.9638743,-85.5162563,54043,47040
IN,Warren,46792,40.7056302,-85.4851747,35076,28206
IN,Seymour,47274,38.9728211,-85.8684286,39814,22886
IN,Brownstown,47220,38.8182777,-86.084724,63442,53344
IN,Wheatfield,46392,41.1187916,-86.9998774,47422,55546
IN,Remington,47977,40.8300031,-87.1592004,66905,41918
IN,Portland,47371,40.3750423,-84.9101357,50559,53248
IN,Redkey,47373,40.3439416,-85.1214583,54122,38549
IN,Madison,47250,38.8315771,-85.4907829,56135,42245
IN,Greenville,47124,38.3798006,-85.9747784,69129,58654
IN,North Vernon,47265,39.0404827,-85.5154696,48546,51662
IN,Greenwood,46143,39.6140086,-86.1085305,36386,41836
IN,Greenwood,46142,39.6061511,-86.1246842,70277,56111
IN,Trafalgar,46181,39.3836445,-86.1480283,68871,43178
IN,Covington,47932,40.1582526,-87.3507488,52806,48884
IN,Bruceville,47516,38.7962091,-87.4559204,26894,36573
IN,Allendale,62410,38.5538373,-87.5702683,51831,57729
IN,Milford,46542,41.3916665,-85.9169315,60798,40687
IN,Leesburg,46538,41.339591,-85.7957904,62866,29266
IN,Warsaw,46582,41.2836186,-85.8055146,49558,36548
IN,Claypool,46510,41.0831754,-85.8867873,53764,51728
IN,Gary,46403,41.6080932,-87.2622329,43358,77109
IN,Gary,46406,41.5892752,-87.4144353,25751,43143
IN,Indianapolis,46202,41.5989567,-87.3320825,15203,26690
IN,Fort Wayne,46825,41.1203116,-85.1353539,35554,38764
IN,Gary,46407,41.5823313,-87.3123773,25250,44549
IN,Gary,46409,41.5584588,-87.3226553,34371,33125
IN,Gary,46408,41.5350126,-87.3443544,60134,37529
IN,Gary,46402,41.599512,-87.3494713,10906,36518
IN,East Chicago,46312,41.6485987,-87.4991559,35247,42487
IN,Hammond,46320,41.6191252,-87.5178718,9661,15154
IN,Hammond,46324,41.6032721,-87.4951682,26189,46393
IN,Hammond,46323,41.5766551,-87.4557703,51400,33516
IN,Whiting,46394,41.676754,-87.476491,42223,34256
IN,Highland,46322,41.5429785,-87.4710887,74126,55783
IN,Lake Station,46405,41.5806886,-87.2557388,35494,29996
IN,Hobart,46342,41.5418512,-87.2344981,53522,45647
IN,Schererville,46375,41.4862478,-87.4682522,49680,52444
IN,Dyer,46311,41.5077329,-87.5074192,76952,56963
IN,Kingsford Heights,46346,41.4929593,-86.682582,81165,50360
IN,Bedford,47421,38.8444222,-86.5070567,44243,34483
IN,Mitchell,47446,38.7347887,-86.4729806,20754,38643
IN,Anderson,46016,40.0933916,-85.6772481,21784,34389
IN,Anderson,46012,40.0992378,-85.6389562,29678,24223
IN,Anderson,46013,40.0719483,-85.680285,37620,30819
IN,Elwood,46036,40.2828655,-85.8416334,40870,38024
IN,Frankton,46044,40.2433759,-85.7993961,58080,53730
IN,Alexandria,46001,40.2672718,-85.6772755,43911,46101
IN,Lapel,46051,40.1412919,-85.8182228,58234,55624
IN,Pendleton,46064,39.9966162,-85.6287061,70683,51344
IN,Fishers,46038,39.9689337,-86.0264135,86921,61871
IN,Indianapolis,46268,39.9050362,-86.211249,32428,28594
IN,Indianapolis,46224,39.8312731,-86.252558,32166,26835
IN,Indianapolis,46254,39.846403,-86.2459123,40851,37944
IN,Indianapolis,46260,39.9047551,-86.1934762,18494,35761
IN,Indianapolis,46240,39.9184128,-86.1092043,43552,44826
IN,Indianapolis,46228,39.8614986,-86.2027801,38076,28085
IN,Indianapolis,46220,39.8622685,-86.1504822,147106,76460
IN,Indianapolis,46226,39.8477373,-86.0963814,29386,29457
IN,Indianapolis,46208,39.8398299,-86.1645123,123102,79750
IN,Indianapolis,46205,39.8361674,-86.1471139,44589,63197
IN,Indianapolis,46256,39.8967962,-86.0559045,53121,46924
IN,Indianapolis,46236,39.9167749,-85.9655464,134936,77176
IN,Indianapolis,46235,39.8371673,-86.0006819,28952,50764
IN,Indianapolis,46241,39.7475264,-86.2765837,30738,37009
IN,Indianapolis,46218,39.8207012,-86.0962752,20502,23998
IN,Indianapolis,46201,39.7897412,-86.1095078,26624,23864
IN,Indianapolis,46203,39.7601149,-86.1491682,65478,55724
IN,Beech Grove,46107,39.7307749,-86.0968919,38173,36393
IN,Indianapolis,46225,39.72925,-86.1478856,28400,30044
IN,Indianapolis,46229,39.8041387,-86.0001487,24317,30999
IN,Clayton,46118,39.6578725,-86.5006156,62941,53974
IN,Indianapolis,46219,39.7835678,-86.0365859,31811,41886
IN,Indianapolis,46221,39.6730988,-86.2483785,57266,34720
IN,Indianapolis,46227,39.716073,-86.1263789,39361,26549
IN,Indianapolis,46217,39.7002655,-86.1581076,43574,49928
IN,Indianapolis,46204,39.7691479,-86.1687839,9146,53431
IN,Plymouth,46563,41.3258372,-86.3134643,39515,44213
IN,Shoals,47581,38.7812563,-86.8167723,54570,42082
IN,Denver,46926,40.9035139,-86.0526723,56337,48585
IN,Peru,46970,40.7631946,-86.0820997,31578,38944
IN,Ellettsville,47429,39.2358519,-86.600555,56138,36144
IN,Bloomington,47404,39.1771931,-86.529293,16493,16386
IN,Eminence,46125,39.5392939,-86.5593156,71126,47514
IN,Lake Village,46349,41.1253673,-87.4008395,54561,40734
IN,Kendallville,46755,41.442325,-85.2614509,41748,40436
IN,Albion,46701,41.4046795,-85.4172706,48956,40984
IN,Monroe,46772,40.702854,-84.9342356,56102,50250
IN,Rising Sun,47040,38.9521467,-84.8660732,52192,29063
IN,French Lick,47432,38.5587386,-86.6312057,26138,38019
IN,Paoli,47454,38.5039899,-86.3763792,51094,57597
IN,Patricksburg,47455,39.2823495,-86.931801,48088,22915
IN,Marshall,47859,39.8736679,-87.1944251,41239,35900
IN,Petersburg,47567,38.4991503,-87.2843366,39136,40573
IN,Rensselaer,47978,40.9447381,-87.0435012,49319,51727
IN,Kouts,46347,41.292489,-87.0000477,60309,43328
IN,Mount Vernon,47620,38.0708799,-87.9092004,48176,45498
IN,Ridgeville,47380,40.245603,-84.908777,56568,55925
IN,Winchester,47394,40.1555833,-84.9626877,19177,27794
IN,Sunman,47041,39.2265803,-85.1372378,49816,54484
IN,Rushville,46173,39.618492,-85.3688938,61808,44188
IN,South Bend,46615,41.6880149,-86.2085475,54944,43188
IN,Mishawaka,46544,41.6554369,-86.1852749,33611,31552
IN,South Bend,46635,41.7333426,-86.2010442,71679,57398
IN,Austin,47102,38.7495378,-85.8141425,25875,40492
IN,Lexington,47138,38.6587017,-85.6695432,45120,22770
IN,Ferdinand,47532,38.145225,-86.9029145,44461,32748
IN,Knox,46534,41.2455623,-86.5394146,52730,40747
IN,North Judson,46366,41.2529119,-86.7271391,42494,37100
IN,Angola,46703,41.6495892,-85.0065502,50119,40637
IN,Hymera,47855,39.1990973,-87.3470717,34361,32134
IN,Vevay,47043,38.8465715,-85.1106442,59603,53056
IN,North Webster,46555,41.3096683,-85.6902707,45701,50063
IN,Battle Ground,47920,40.5292385,-86.7758855,87238,61715
IN,Sharpsville,46068,40.3623733,-86.1268885,61076,36894
IN,Tipton,46072,40.2973735,-86.0273979,43239,37014
IN,Evansville,47714,37.9823622,-87.5104734,37315,30025
IN,Akron,46910,41.1329268,-85.9710657,46654,43956
IN,Evansville,47708,37.9746239,-87.5732649,23022,68821
IN,Evansville,47712,37.972442,-87.6058432,48891,25694
IN,Evansville,47710,38.0445904,-87.5790956,24308,28214
IN,Evansville,47720,38.0438601,-87.6442543,72301,65405
IN,Cayuga,47928,40.0429214,-87.4803633,47309,52036
IN,Terre Haute,47807,39.4575436,-87.3962437,28404,26265
IN,Gary,46404,41.592469,-87.3661155,22649,25179
IN,N Manchester,46962,40.9794071,-85.7889257,43336,25836
IN,Wabash,46992,40.7991392,-85.8048986,35322,23995
IN,Lynnville,47619,38.1668631,-87.3245268,62403,45052
IN,Salem,47167,38.7021453,-86.1788695,63983,37181
IN,Fountain City,47341,39.9604441,-84.8776233,33576,38042
IN,Centerville,47330,39.811168,-84.9958929,43821,36804
IN,Monon,47959,40.8758735,-86.8979137,36794,37531
IN,Brookston,47923,40.6024751,-86.8794192,73395,44951
IA,Adel,50003,41.607127,-94.011863,56037,56387
IA,Latimer,50452,42.804419,-93.478647,36195,35954
IA,Westside,51467,42.086197,-95.043192,55578,36562
IA,Sibley,51249,43.309084,-95.793721,47553,36855
IA,Avoca,51521,41.48287,-95.337317,50497,52225
IA,Bernard,52032,42.313243,-90.831733,55109,39634
IA,Onawa,51040,41.930341,-96.08211,40534,48137
IA,Perry,50220,41.851141,-94.010573,40677,45645
IA,Wayland,52654,41.174698,-91.821201,36708,29335
IA,Camanche,52730,41.792708,-90.276227,57180,55434
IA,Cascade,52033,42.301794,-91.004671,47782,36393
IA,Centerville,52544,40.728381,-92.871391,31149,40142
IA,Cherokee,51012,42.751144,-95.552334,38866,38786
IA,Collins,50055,41.902382,-93.308069,53150,40448
IA,Coon Rapids,50058,41.874768,-94.678454,0,0
IA,Massena,50853,41.273088,-94.87067,28759,43178
IA,Davenport,52804,41.554104,-90.603997,46716,46281
IA,Delhi,52223,42.433759,-91.325882,53176,40604
IA,Donahue,52746,41.691534,-90.67463,79060,45080
IA,Allison,50602,42.752193,-92.973508,46512,41435
IA,Durant,52747,41.601485,-90.911945,29293,68550
IA,Elgin,52141,42.955369,-91.635593,44336,41619
IA,Cedar Rapids,52404,41.880307,-91.586329,98874,52983
IA,Fairbank,50629,42.640139,-92.047788,51884,51691
IA,Fayette,52142,42.841505,-91.803675,27507,45568
IA,Calmar,52132,43.144222,-91.934335,38036,45052
IA,Letts,52754,41.347425,-91.128783,79528,45389
IA,Garwin,50632,42.093459,-92.679089,49921,41029
IA,Gladbrook,50635,42.186067,-92.715096,58914,37316
IA,Edgewood,52042,42.585058,-91.341545,42080,45072
IA,Grundy Center,50638,42.363749,-92.77402,48244,50688
IA,Manly,50456,43.280901,-93.378884,56756,36548
IA,Fremont,52561,41.171163,-92.307949,29299,31453
IA,Holstein,51025,42.487149,-95.542877,47456,49107
IA,Humboldt,50548,42.722928,-94.22502,41648,49982
IA,Iowa City,52240,41.656041,-91.530588,42441,59021
IA,Jefferson,50129,42.016752,-94.379417,41891,51647
IA,Lamoni,50140,40.710401,-94.050495,36559,29709
IA,Thornburg,50255,41.454665,-92.238217,42874,42695
IA,Knoxville,50138,41.318816,-93.102356,40868,44260
IA,Newton,50208,41.700753,-93.079349,68956,44549
IA,Laurel,50141,41.884062,-92.922164,42058,36694
IA,Oskaloosa,52577,41.338799,-92.786417,50173,28805
IA,Libertyville,52567,40.958243,-92.050196,51050,39130
IA,Little Rock,51243,43.445435,-95.880437,53195,33640
IA,Oxford Junction,52323,41.966599,-90.816717,41215,38646
IA,Colesburg,52035,42.604031,-91.072583,47130,41884
IA,Riceville,50466,43.43596,-92.593685,32278,32119
IA,Manilla,51454,41.892308,-95.234561,34872,38975
IA,Marengo,52301,41.796666,-92.068052,43296,40373
IA,Manchester,52057,42.479848,-91.591502,26466,48339
