State_ab,City,Zip_Code,Lat,Lon,Mean,Median,Stdev,sum_w
FL,Miami,33165,25.7215429,-80.3805867,62062,47077,63077,385.683183629225
FL,Miami,33174,25.7504756,-80.3612375,69326,54043,63861,292.648827146801
FL,Doral,33172,25.7930196,-80.3560623,0,0,0,0.0
FL,Labelle,33935,26.6253695,-81.3421408,43499,29129,38236,1476.3498640253
FL,Hialeah,33014,25.8928296,-80.2964004,20075,12639,17107,744.455805213115
FL,Miami Gardens,33056,25.9354765,-80.2360231,66022,47412,52512,206.123276227342
FL,Miami,33180,25.9575149,-80.1579683,106875,93220,73501,448.775323366277
FL,North Miami Beach,33179,25.9692392,-80.179368,68491,57169,51096,277.516327919286
FL,Miami,33169,25.9534359,-80.1886338,45948,41097,28707,689.874152694603
FL,Miami Gardens,33055,25.9328069,-80.2853995,40494,34270,31693,322.193657381505
FL,Mims,32754,28.7247168,-80.8746175,67047,51421,53880,708.236141393183
FL,Clearwater,33765,28.4702424,-82.3781977,64885,52461,49151,898.462469585928
FL,Miami,33177,25.5894308,-80.3996082,57124,46391,35309,312.820006387347
FL,Homestead,33031,25.5533408,-80.4739359,86341,300000,69630,127.796263804143
FL,Homestead,33032,25.5488592,-80.3853043,44780,300000,37174,89.7992319692788
FL,Cutler Bay,33189,25.5835229,-80.3568097,68070,63387,32620,232.352393035503
FL,Miami,33170,25.5703151,-80.3610726,38140,28366,26586,359.319426295709
FL,Brooksville,34613,28.5480686,-82.4899579,42418,36030,28286,1778.48322780875
FL,Homestead,33030,25.5019971,-80.4592232,62582,49270,38359,370.621654700278
FL,Hialeah,33015,25.9460963,-80.298951,48020,47625,31276,424.510163067512
FL,Spring Hill,34608,28.504081,-82.539567,47584,41905,33607,1618.6008796239
FL,Hialeah Gardens,33018,25.8916964,-80.3534647,57174,39071,48380,617.108830461189
FL,Hialeah,33016,25.8878295,-80.3357656,52974,43754,39018,419.816027507469
FL,Miami,33175,25.7542102,-80.3881216,30348,26435,20919,862.976055000769
FL,Miami,33185,25.736673,-80.4289703,94530,78130,61755,400.576136589189
FL,Miami,33183,25.709766,-80.3907616,118736,85742,82655,145.685955961497
FL,Miami,33193,25.7072375,-80.4465974,72538,300000,57905,289.987791476337
FL,Miami,33196,25.6803428,-80.4380835,50330,40052,35921,641.58548689645
FL,Miami,33186,25.6630467,-80.4282066,122899,300000,56912,78.1268446173475
FL,Avon Park,33825,27.5839631,-81.3866768,55224,49070,37372,871.434606253433
FL,Key Largo,33037,25.1048592,-80.4350149,105191,86959,69166,128.518348430566
FL,Tavernier,33070,24.9782176,-80.5555867,67235,59188,39551,170.790876066439
FL,Marathon,33050,24.7261745,-81.0511072,71142,57193,59166,274.880798516704
FL,Summerland Key,33042,24.7313101,-81.5189637,73537,68554,53016,342.31668535209
FL,Key West,33040,24.6335147,-81.7633854,64647,56938,46649,339.651216684939
FL,Sebring,33870,27.5124008,-81.4637888,57063,39770,55914,1201.33067366799
FL,Fernandina Beach,32034,30.6569602,-81.4461338,35494,22789,33667,521.347512436717
FL,Yulee,32097,30.6209886,-81.5221832,82905,70640,62755,562.431447492
FL,Baker,32531,30.8402767,-86.704096,74247,46407,67368,436.91986600966
FL,Crestview,32536,30.7766992,-86.590511,65790,59830,50893,181.854939285586
FL,Crestview,32539,30.7251351,-86.5447156,91789,300000,51555,504.696778013157
FL,Niceville,32578,30.4688005,-86.4201625,131030,131041,76647,225.510800331756
FL,Lake Placid,33852,27.1483045,-81.3676213,37445,29419,31991,385.980592874585
FL,Fort Walton Beach,32548,30.4220117,-86.6231997,60402,51423,41984,375.750616540631
FL,Mary Esther,32569,30.4163453,-86.6576507,71541,56613,49339,362.983399853276
FL,Destin,32541,30.3843189,-86.4828417,133819,300000,37844,2.19963198847954
FL,Okeechobee,34972,27.2975931,-80.8689223,36598,32771,29715,233.678375469641
FL,Okeechobee,34974,27.2162803,-80.7831382,30587,19829,31962,432.906483175995
FL,Orlando,32805,28.5332053,-81.3907756,13526,11003,10195,153.657733333333
FL,Tampa,33612,28.0478249,-82.4330986,36256,31150,24992,1440.54641826527
FL,Orlando,32803,28.5419672,-81.3538319,87858,74973,71456,275.418240913272
FL,Orlando,32806,28.5221156,-81.3686756,67619,51759,50068,478.08419863117
FL,Orlando,32808,28.5689718,-81.443659,34768,20727,35999,1016.43211049727
FL,Orlando,32804,28.5696855,-81.3966097,113509,99180,78837,356.514466717573
FL,Orlando,32822,28.5289264,-81.2902008,50169,43436,31042,757.479022115394
FL,Tampa,33617,28.0242562,-82.4065185,31280,21711,30225,1665.09677984359
FL,Orlando,32809,28.4527848,-81.3858301,42964,32125,35634,1954.72421387567
FL,Orlando,32839,28.5021592,-81.4100818,30568,18493,35520,814.429480904685
FL,Orlando,32835,28.5458821,-81.4619006,46066,37675,42756,285.356382213643
FL,Orlando,32818,28.5550549,-81.4933236,31433,23636,24448,280.625690734328
FL,Maitland,32751,28.6289866,-81.3540421,111306,101691,70658,176.155958445254
FL,Winter Park,32792,28.5995463,-81.3333348,99193,68244,82980,152.45665905922
FL,Tampa,33610,27.9900018,-82.4131115,29405,19802,31110,1183.86647432301
FL,Orlando,32817,28.583911,-81.2522826,62402,58276,41124,960.507247253343
FL,Orlando,32820,28.5555689,-80.9901939,74850,59367,52537,1108.17901880204
FL,Orlando,32825,28.489376,-81.2226432,81840,74497,51881,2574.05182560499
FL,Orlando,32824,28.3630035,-81.3579802,59670,51134,43453,3141.06490299211
FL,Orlando,32819,28.4402342,-81.4541071,45170,36571,31085,319.757229210526
FL,Kissimmee,34744,28.3595847,-81.404465,66135,49968,56699,2685.0657451284
FL,Windermere,34786,28.4853535,-81.604794,145353,136987,78367,425.798904548412
FL,Cocoa,32922,28.5357815,-80.8034738,61261,44586,45307,1968.46680406144
FL,Tampa,33602,27.9742037,-82.472712,73398,55139,66702,734.958382664709
FL,Apopka,32712,28.6808037,-81.5032071,42532,28850,48283,397.245676736368
FL,Zellwood,32798,28.7076543,-81.6148216,79231,60338,64745,273.417102311445
FL,Orlando,32801,28.5489752,-81.3843042,19769,14572,11826,187.9984
FL,Celebration,34747,28.3011256,-81.5446358,46937,35196,37037,248.72538471909
FL,Kissimmee,34746,28.2153346,-81.4534769,46230,13984,54389,172.95552926037
FL,Kissimmee,34741,28.2894874,-81.4126745,65545,61086,46014,372.545715429478
FL,Tampa,33605,27.960581,-82.4246769,34723,19917,38283,280.186177129434
FL,Kissimmee,34743,28.3376989,-81.340624,45035,35806,32828,2324.61927050782
FL,Saint Cloud,34769,28.2547746,-81.3105539,45623,44237,32952,1283.11530879594
FL,Harmony,34771,28.0084094,-81.0600316,64635,41264,58720,174.591558925406
FL,West Palm Beach,33410,26.8484466,-80.085484,63057,59129,41515,587.468243587076
FL,Tampa,33607,27.9503088,-82.4948314,52559,40075,43802,1160.09193325433
FL,North Palm Beach,33408,26.8037158,-80.0351435,115950,80646,88922,208.0256726294
FL,Palm Beach Gardens,33403,26.8192732,-80.0801575,49419,43499,34353,399.244503233876
FL,Riviera Beach,33404,26.7960866,-80.0806046,26291,19345,25121,279.122503054195
FL,West Palm Beach,33407,26.7444973,-80.0535789,68326,57887,53041,179.62633593329
FL,West Palm Beach,33411,26.7414001,-80.1307874,37663,30553,29277,299.859481065231
FL,Tampa,33629,27.9337097,-82.5119638,95754,70116,72035,975.414755949086
FL,West Palm Beach,33401,26.7033322,-80.0511821,68887,34901,76996,416.546662396713
FL,West Palm Beach,33405,26.6562155,-80.050583,112997,92844,83039,163.820649103208
FL,West Palm Beach,33415,26.6523011,-80.1371182,35761,32589,26209,718.24468901024
FL,Tampa,33611,27.9026911,-82.5095258,64563,53799,52092,1163.54227009133
FL,Royal Palm Beach,33421,26.6549355,-80.0961967,34427,24978,33250,363.985733099539
FL,Lake Worth,33461,26.6366087,-80.0630214,70095,46128,62789,122.826685644342
FL,Greenacres,33413,26.6462371,-80.1509639,66716,300000,50534,406.316250773134
FL,Lake Worth,33460,26.6199192,-80.0558095,43109,35820,31976,352.453962564782
FL,Tampa,33621,27.8416577,-82.4932734,76588,56979,60357,306.051359073119
FL,Lantana,33462,26.5874012,-80.0548427,45875,41216,39780,183.624570414407
FL,Boynton Beach,33435,26.5557744,-80.0621371,64678,54710,49145,186.292145331559
FL,Boynton Beach,33426,26.5539413,-80.079868,76766,75747,46272,555.898628096899
FL,Boynton Beach,33436,26.5518625,-80.0983511,54540,300000,38244,515.015785622078
FL,Boynton Beach,33472,26.5467216,-80.1417033,58323,49094,39451,384.784824209627
FL,Boynton Beach,33437,26.5059756,-80.135203,60199,51388,47156,339.182282490084
FL,Delray Beach,33484,26.4601195,-80.1540291,47433,29708,53945,455.587483828014
FL,Delray Beach,33445,26.4859981,-80.1380095,65102,300000,58741,249.861068588258
FL,Delray Beach,33444,26.4354637,-80.0680227,75596,48787,72703,438.44914085843
FL,Boca Raton,33496,26.413202,-80.1521555,113226,95124,82550,218.554485158633
FL,Boca Raton,33432,26.3555426,-80.0924001,56479,51847,51253,409.271990657139
FL,Boca Raton,33486,26.3408578,-80.1043221,160492,300000,78346,114.923162332088
FL,Tampa,33613,28.0754906,-82.4130807,31386,19585,38287,1715.534184174
FL,Boca Raton,33433,26.3524155,-80.1352415,70868,59591,56466,459.79858519026
FL,Wellington,33414,26.6723096,-80.2744155,122790,119141,71337,153.854845596994
FL,Boca Raton,33498,26.3724904,-80.2251235,92009,300000,49180,275.050868582731
FL,Boca Raton,33428,26.3415893,-80.2271576,108154,80554,90308,109.262772357946
FL,Lutz,33549,28.1460694,-82.4284057,85884,66114,67697,898.784856050231
FL,Lantana,33467,26.5798944,-80.1896595,109781,102572,67026,414.46677784752
FL,Jupiter,33478,26.9342461,-80.2047638,90862,77078,56343,407.973773863302
FL,Belle Glade,33430,26.6196144,-80.5800314,82801,73425,61496,665.895837064077
FL,Cocoa,32926,28.3775442,-80.7646879,35762,28252,27482,1941.91162949072
FL,Tampa,33618,28.1092508,-82.4978563,52384,37538,45209,654.414140241025
FL,Hudson,34667,28.4084054,-82.6765988,42608,29761,37050,225.259166360996
FL,Holiday,34691,28.213496,-82.7545715,42112,37570,36753,241.72883139273
FL,Port Richey,34668,28.308883,-82.6846648,42277,300000,21145,434.860065257995
FL,New Port Richey,34654,28.3567068,-82.5931478,62283,42535,48327,393.751205086361
FL,Tampa,33624,28.0439909,-82.5239726,56865,53159,32380,1662.39795636764
FL,Land O Lakes,34639,28.2590595,-82.4394587,92781,87060,56970,260.712895716672
FL,Wesley Chapel,33545,28.2667621,-82.2677881,98454,300000,46114,233.648794445695
FL,Wesley Chapel,33543,28.1982744,-82.2706017,49488,38631,42552,418.881582673038
FL,Dade City,33525,28.3433426,-82.2723931,77777,64309,62703,228.253238872142
FL,Zephyrhills,33542,28.2483665,-82.201949,53047,43341,34118,256.72555114818
FL,St Petersburg,33711,27.742995,-82.6861249,33290,30185,19769,256.327110998511
FL,Largo,33770,27.7086697,-82.7169019,86711,68432,70686,199.15073652287
FL,St Petersburg,33712,27.7159701,-82.6730623,34976,31306,20749,817.34123044551
FL,St Petersburg,33705,27.7289925,-82.6394702,61945,300000,49197,144.064292350478
FL,Tampa,33634,28.0183963,-82.5519493,69829,56016,49936,945.29333455631
FL,St Petersburg,33713,27.7697454,-82.6651019,45765,18947,47266,165.657067184884
FL,St Petersburg,33710,27.775933,-82.6896512,61982,48660,45541,202.586752600914
FL,St Petersburg,33707,27.7667762,-82.7232895,63795,55527,55521,185.189500445349
FL,St Petersburg,33709,27.8019984,-82.7355984,55537,49797,39102,481.573709497022
FL,St Petersburg,33704,27.7993677,-82.650838,77796,68634,50556,187.856367369359
FL,St Petersburg,33701,27.7814894,-82.6257245,53768,40884,50820,624.013403523148
FL,Tampa,33615,28.006304,-82.5873555,54147,38289,50778,1155.57202879425
FL,St Petersburg,33703,27.8322922,-82.6512752,47405,46909,22212,224.794404985072
FL,St Petersburg,33702,27.8806431,-82.6423137,46542,44281,25475,863.839371544021
FL,Largo,33773,27.8753167,-82.7183139,61101,34428,68044,383.826845962287
FL,St Petersburg,33714,27.8254176,-82.6896104,25602,17452,26127,806.561981468211
FL,Pinellas Park,33781,27.839691,-82.6923188,34573,27598,29414,191.225981447736
FL,Tampa,33614,28.0175445,-82.49511,52054,38062,45207,1957.03624432033
FL,Seminole,33777,27.8464841,-82.7552974,86441,78960,66702,294.978911373614
FL,Seminole,33772,27.8278982,-82.7771528,57456,46354,48501,600.22899344378
FL,Seminole,33776,27.8601307,-82.8103251,79324,63560,53495,285.15183838354
FL,Largo,33778,27.9074181,-82.8226811,94756,81468,65494,344.343588248378
FL,Largo,33774,27.8861164,-82.8378879,59819,39348,53108,345.321526759024
FL,Seffner,33584,27.9942354,-82.2818916,49820,40867,43247,813.607587142906
FL,Clearwater,33764,27.9402552,-82.7535085,68289,64033,55727,301.487073868684
FL,Largo,33771,27.8980051,-82.7331821,37679,32260,34043,1323.76077051191
FL,Clearwater,33756,27.9277663,-82.7692988,46841,35403,34849,598.842798473554
FL,Clearwater,33755,27.977396,-82.8108526,82689,61847,63631,241.590968756127
FL,Clearwater,33759,27.983081,-82.7187145,41552,32847,30553,413.680059727075
FL,Safety Harbor,34695,27.9958567,-82.6833462,65991,62192,54538,351.550159016455
FL,Dunedin,34698,28.0309286,-82.735387,38991,30063,31140,550.983397275503
FL,Clearwater,33761,28.0042005,-82.7361612,37096,30754,23654,671.222838776974
FL,Plant City,33563,28.0239078,-82.1284924,54968,36468,53916,870.028494941544
FL,Palm Harbor,34684,28.1024187,-82.7298528,35445,26781,29937,380.045537799642
FL,Palm Harbor,34683,28.072681,-82.753599,81561,300000,50740,104.093894108297
FL,Tarpon Springs,34688,28.1237145,-82.704606,138384,300000,76218,169.918022604043
FL,Oldsmar,34677,28.0152478,-82.664529,57052,300000,46534,202.927296041857
FL,Tarpon Springs,34689,28.1340833,-82.7522902,43782,300000,47833,270.895765619603
FL,Madeira Beach,33708,27.817413,-82.8097968,85854,65045,66388,531.306875031087
FL,Viera,32940,28.2479605,-80.6983328,73021,61295,52637,2331.99627320523
FL,Valrico,33594,27.919084,-82.2312592,81539,71225,48137,1114.81505318972
FL,Lakeland,33801,28.0436206,-81.9352749,38865,33887,27126,236.022921836804
FL,Lakeland,33803,27.9992221,-81.9524759,46585,300000,22123,377.959839283293
FL,Lakeland,33815,28.0606398,-81.9919438,22967,19785,14598,308.823616521652
FL,Lakeland,33805,28.0629156,-81.9522566,34596,23830,37637,252.75486270676
FL,Brandon,33511,27.8991849,-82.2816738,74516,66763,50062,496.037975486075
FL,Auburndale,33823,28.0753844,-81.8271618,42126,34910,33985,676.381026502887
FL,Highland City,33846,27.9792444,-81.8769115,51990,43886,34409,719.201785627689
FL,Lakeland,33813,27.9672061,-81.9549381,78595,54397,67618,264.691398458672
FL,Lakeland,33811,27.9454448,-81.9867973,70259,53279,54220,406.949527482087
FL,Lakeland,33810,28.0872575,-81.9870978,74886,62699,51129,535.476755364286
FL,Lakeland,33809,28.1220459,-81.9483638,53788,42002,42658,637.742798683628
FL,Davenport,33896,28.2462882,-81.6441333,66595,57595,44045,1051.92319558732
FL,Davenport,33837,28.2001474,-81.5564576,62593,44398,57658,959.997373984639
FL,Winter Haven,33881,28.0481515,-81.6887295,72962,58675,56417,624.234044395247
FL,Winter Haven,33880,28.0076285,-81.755397,42134,28774,41159,437.754630142983
FL,Winter Haven,33884,28.0040522,-81.6740027,40349,32634,34011,414.124211284214
FL,Dundee,33838,28.0002176,-81.6067611,31127,300000,17079,321.163094107931
FL,Tampa,33619,27.9280816,-82.3788846,41320,31720,32002,925.069546529057
FL,Mulberry,33860,27.8712185,-81.94896,47442,38269,37671,521.65134159779
FL,Bartow,33830,27.8827922,-81.8193579,31427,27682,21907,414.057031374954
FL,Babson Park,33827,27.8158905,-81.5086468,65628,54877,52322,265.018349982349
FL,Frostproof,33843,27.7528657,-81.5467867,63312,43530,48854,187.795076258456
FL,Fort Meade,33841,27.7704197,-81.791698,54748,43552,42728,277.724815629502
FL,Palatka,32177,29.7706616,-81.6577685,73185,67042,52781,283.314826300569
FL,Hawthorne,32640,29.6730118,-81.9618935,27821,22034,23022,216.861007903425
FL,Gibsonton,33534,27.8184274,-82.3589065,64948,59755,41767,1404.23415488258
FL,Interlachen,32148,29.5624342,-81.8286137,39480,32142,25340,383.213629897808
FL,East Palatka,32131,29.6832015,-81.5724729,45303,29962,49469,414.8939754379
FL,Crescent City,32112,29.4303009,-81.6942025,46060,36979,32836,421.58354788797
FL,St Augustine,32095,30.0538663,-81.3478333,121540,97150,75627,432.76415479137
FL,Ponte Vedra Beach,32082,30.1618238,-81.3923124,144728,145715,75033,247.405114211528
FL,Saint Johns,32259,30.1186068,-81.5844098,100202,86610,64857,1214.8236090131
FL,St Augustine,32092,29.8940304,-81.5117636,66488,54052,48675,412.1503053902
FL,Riverview,33579,27.782871,-82.310586,90617,82575,48587,1155.69007687421
FL,St Augustine,32086,29.727578,-81.2529787,67688,300000,61666,338.288555082277
FL,Fort Pierce,34947,27.4565219,-80.3499109,15719,9387,15634,409.029109324373
FL,Fort Pierce,34951,27.5388407,-80.4004303,56315,55771,32706,291.211222506602
FL,Fort Pierce,34981,27.3933006,-80.3581698,58157,50017,45363,567.111983047535
FL,Fort Pierce,34982,27.3644296,-80.3097838,34885,31207,22115,873.847158603952
FL,Ruskin,33573,27.7593368,-82.3445764,77866,70415,49460,412.976075897322
FL,Port St Lucie,34952,27.3181587,-80.2255549,62892,55748,49516,84.795239995094
FL,Port St Lucie,34983,27.3096245,-80.3356834,66740,64627,39720,179.223729297144
FL,Port St Lucie,34984,27.3059528,-80.3610721,53968,48523,37400,509.606012128857
FL,Port St Lucie,34953,27.2371491,-80.3929253,61695,300000,39215,1011.05739129005
FL,Port St Lucie,34987,27.3925756,-80.5551917,80418,70047,65444,336.851215307442
FL,Milton,32570,30.6275947,-87.0908629,52262,55854,28350,593.631315833963
FL,Ruskin,33570,27.6841095,-82.5082589,46865,34182,34741,527.051820426864
FL,Gulf Breeze,32563,30.3883418,-87.0990284,66881,58344,48901,312.114231086096
FL,Navarre,32566,30.403391,-86.8755829,119511,86982,76659,162.585059954486
FL,Sarasota,34234,27.3531833,-82.5417478,74695,55279,61377,392.915595678496
FL,Sarasota,34237,27.3339084,-82.5067585,45171,30791,34594,459.591070397255
FL,Sarasota,34235,27.3784981,-82.490061,72382,66510,44494,189.954100410355
FL,Sarasota,34232,27.3431165,-82.4717718,66680,62213,45933,463.444048626652
FL,Sarasota,34241,27.290213,-82.4374025,57189,53935,32747,496.243492265789
FL,Sarasota,34233,27.2758512,-82.5071923,57367,300000,41778,191.794859617434
FL,Sarasota,34231,27.2873457,-82.5254892,70095,52320,55686,200.424773706165
FL,Sarasota,34238,27.2490775,-82.489621,61080,54929,49337,579.54213848337
FL,Venice,34292,27.1200414,-82.4083801,65114,300000,47783,589.611056092672
FL,Venice,34285,27.0852946,-82.4521255,74056,300000,57937,213.793973651533
FL,Englewood,34223,26.9567741,-82.3483095,29170,22923,29638,363.425230084324
FL,North Port,34288,27.0725245,-82.153123,61354,61041,31403,1990.59498613948
FL,Venice,34293,27.0611396,-82.3275521,86199,66806,61275,241.052944201004
FL,Melbourne,32935,28.1394723,-80.6580971,52854,41753,42050,1751.64130872681
FL,Vero Beach,32963,27.6389788,-80.3578056,104609,81801,79727,303.347099296667
FL,Sanford,32771,28.7921731,-81.2501237,49486,44110,37961,614.543809737647
FL,Lake Mary,32746,28.7690854,-81.366507,112671,92052,82023,461.339608998281
FL,Sanford,32773,28.7759957,-81.2827979,34633,24002,31498,494.21272336377
FL,Winter Springs,32708,28.68389,-81.2509395,77808,63310,58705,438.809824123451
FL,Oviedo,32765,28.6275294,-81.2289096,64494,45537,58474,433.445952042487
FL,Vero Beach,32966,27.627496,-80.4544024,43308,32726,40048,895.201213565674
FL,Altamonte Springs,32701,28.6913411,-81.3676936,100890,79320,66929,79.7908513222633
FL,Altamonte Springs,32714,28.6748939,-81.3955444,41946,32441,37362,248.017944122739
FL,Fern Park,32730,28.6486902,-81.3397069,52572,41837,39203,212.990528634621
FL,Fellsmere,32948,27.6835331,-80.7077174,45432,30743,36088,1574.56066572865
FL,Casselberry,32707,28.6641039,-81.314908,48528,47701,34949,582.040261043067
FL,Sumterville,33585,28.771936,-82.035899,44685,32624,41254,185.727533052954
FL,Lady Lake,32159,28.9412722,-81.9588974,57257,43419,46455,422.421324203152
FL,Wildwood,34785,28.8895385,-82.1604698,41352,33151,33802,350.55667276966
FL,Live Oak,32064,30.3075772,-82.9134808,30922,26493,21229,262.657777638509
FL,Perry,32347,30.1641998,-83.789485,66997,41624,53454,166.193031113795
FL,Perry,32348,29.9131127,-83.5280909,48955,300000,35389,463.726511109243
FL,Lake Butler,32054,30.0614072,-82.3799754,41693,34224,34379,405.617212778237
FL,Ormond Beach,32174,29.347958,-81.06897,45472,38699,35607,495.448755474935
FL,Daytona Beach,32117,29.2522161,-81.0976712,29601,25573,20729,1033.13478276095
FL,Daytona Beach,32118,29.2619163,-81.0270733,46598,28511,41026,303.086573627933
FL,Daytona Beach,32114,29.2220744,-81.0403598,34620,33511,22769,334.817147342058
FL,Paisley,32767,29.1148308,-81.5606553,41850,29233,41945,1020.59517868553
FL,South Daytona,32119,29.1627064,-81.0132821,43893,39156,28555,364.552867493151
FL,Port Orange,32129,29.1628796,-81.0432221,46112,36907,37453,957.173723399238
FL,Port Orange,32127,29.1139694,-81.0071382,65220,42981,58433,708.496533560636
FL,New Smyrna Beach,32169,29.0090325,-80.8906646,66599,49201,55467,265.849672700721
FL,New Smyrna Beach,32168,29.0196185,-80.9685201,30975,22304,27803,284.782331753928
FL,Edgewater,32141,28.9551861,-80.9059949,46956,35548,39382,738.848494716873
FL,De Leon Springs,32130,29.2506853,-81.2979859,101198,83629,68395,446.573354235997
FL,Eustis,32726,28.8393899,-81.6648132,70753,62192,53415,797.958168771245
FL,Deland,32721,29.0371798,-81.3022515,53096,50611,40371,159.254347615533
FL,Orange City,32763,28.9356981,-81.3118163,51727,300000,36485,401.024242195828
FL,Debary,32713,28.8797675,-81.2981322,54435,300000,26660,227.422468761867
FL,Osteen,32764,28.8326445,-81.1385901,64906,49807,52251,440.781165045675
FL,Deltona,32725,28.8872805,-81.2523345,40470,36552,24133,644.419561963809
FL,Lake Helen,32744,28.9740516,-81.1992478,63078,51091,53214,481.948652823352
FL,Deltona,32738,28.898138,-81.200023,53976,44188,40999,801.169925980586
FL,Saint Marks,32355,30.1667076,-84.1884753,55511,55861,32341,219.446397846765
FL,Defuniak Springs,32433,30.8396071,-86.3245073,39698,19838,49607,582.344601182713
FL,Defuniak Springs,32435,30.7405605,-86.081399,40847,29203,26649,266.926032756103
FL,Ponce De Leon,32455,30.6399063,-85.9959044,55575,48736,38390,161.625592148773
FL,Santa Rosa Beach,32459,30.3828134,-86.2190739,66850,300000,42059,547.283529412746
FL,Vernon,32462,30.6720954,-85.7854788,46783,40413,30711,436.951243552197
FL,Astatula,34705,28.7315151,-81.6988133,66121,57072,45441,1761.25621288564
FL,Clermont,34711,28.5339745,-81.6928028,81344,70110,54382,950.075221520186
FL,West Melbourne,32904,28.0685138,-80.6848406,71150,55816,55587,597.808128217006
FL,Fort Myers,33916,26.6435918,-81.8431321,26329,19665,22612,943.095416154934
FL,Fort Myers Beach,33931,26.4910393,-81.9526119,44341,39642,34022,924.764768137675
FL,Cape Coral,33993,26.6795746,-81.9757105,51977,50689,33973,2080.76119040778
FL,Cape Coral,33991,26.613466,-81.9662797,58960,50326,45795,1922.71848088843
FL,Cape Coral,33904,26.5681731,-81.9524934,53239,36489,52397,799.231893921342
FL,North Fort Myers,33917,26.7099024,-81.8668886,34384,23424,30157,1673.77480543526
FL,Lehigh Acres,33974,26.5054464,-81.6641648,88881,43815,86742,411.5854059146
FL,Palm Bay,32909,27.9648573,-80.5817571,77331,55139,60475,1194.25687814881
FL,Lehigh Acres,33971,26.6203963,-81.6717145,54820,50214,42207,464.313431909478
FL,Fort Myers,33967,26.4564393,-81.809033,97625,77511,75949,445.074588619117
FL,Estero,33928,26.4236921,-81.8411362,87308,58367,67981,1468.73513285196
FL,Boca Grande,33921,26.7481663,-82.2579155,111837,106483,76484,154.558465047396
FL,Tallahassee,32303,30.4570859,-84.2837233,53587,39098,47577,684.031484035262
FL,Tallahassee,32310,30.4296319,-84.2971903,25903,15888,28051,471.210369263214
FL,Indian Harbour Beach,32937,28.1457522,-80.5888364,60579,48770,43509,1399.4456512293
FL,Tallahassee,32312,30.6436073,-84.2273008,76392,63024,55296,289.451367577698
FL,Tallahassee,32311,30.4311624,-84.2177278,43979,38546,31642,955.925273947905
FL,Cedar Key,32625,29.1157713,-82.9990046,0,0,0,0.0
FL,Bradenton,34205,27.469725,-82.5671152,29728,21646,29218,1463.31179141328
FL,Bradenton,34210,27.4541015,-82.5808243,41375,30283,36528,1201.36686229106
FL,Sarasota,34243,27.396738,-82.4999956,70371,62549,47817,1194.33927007103
FL,Bradenton,34209,27.5025547,-82.6023308,71718,59288,57176,951.094155297101
FL,Anthony,32617,29.280054,-82.1229873,34582,23324,34642,993.347126845285
FL,Weirsdale,32195,29.007774,-81.9140898,61645,53065,41675,2142.01152569795
FL,Ocala,34476,29.0654926,-82.2558072,45556,39041,26942,1614.25282609864
FL,Ocala,34479,29.2541125,-82.0255965,54063,47799,39412,1477.97674313814
FL,Ocala,34478,29.1783001,-82.10194,71532,53131,59284,1024.12563976521
FL,Ocala,34475,29.1914751,-82.2026167,41748,33447,32026,1790.24919192911
FL,Jensen Beach,34957,27.2170851,-80.1808757,105987,84176,76715,543.464581727591
FL,Gainesville,32608,29.624313,-82.361052,27509,15755,29700,1764.73509067181
FL,Merritt Island,32953,28.3690874,-80.7105532,43173,31048,43532,661.400552337539
FL,Palm City,34990,27.1924982,-80.2752479,113590,105188,71518,617.093570684787
FL,Stuart,34997,27.1621028,-80.2065278,70371,43783,68675,1345.30700656842
FL,Hobe Sound,33455,27.0187292,-80.1809732,125331,300000,81602,156.792705984873
FL,Sunny Isles Beach,33160,25.9340831,-80.1209383,86855,60682,79503,243.382822518439
FL,North Miami Beach,33162,25.9177402,-80.1656245,41839,36222,30991,1249.8331009715
FL,Miami,33167,25.8891438,-80.2354768,46754,34114,39977,1357.12690177636
FL,Opa Locka,33054,25.8864171,-80.254888,27081,16527,32648,1715.4249459274
FL,Palm Bay,32907,28.0208043,-80.6812468,58832,49226,41218,1799.76502261081
FL,Miami,33136,25.7924138,-80.2015118,22164,13361,23311,1259.41903160261
FL,Cape Canaveral,32920,28.4821141,-80.5690727,0,0,0,0.0
FL,Deerfield Beach,33441,26.323129,-80.1139249,42316,33207,38192,1234.83202549055
FL,Parkland,33067,26.3150492,-80.2134122,118346,112964,65395,622.451532145452
FL,Coral Springs,33076,26.2947116,-80.2883441,117346,107159,67942,645.548592425945
FL,Laurel Hill,32567,30.9183838,-86.461669,53775,41014,46703,518.510014523866
FL,Coral Springs,33065,26.263298,-80.2280875,62358,48910,55249,1484.95548224263
FL,Orlando,32812,28.5316735,-81.3376175,58011,50181,46029,850.758871071185
FL,Orlando,32826,28.6019427,-81.182189,86150,80228,55028,937.272622382667
FL,Ft Lauderdale,33308,28.5573742,-81.2780787,45108,35624,39122,2552.39719167336
FL,Orlando,32828,28.553646,-81.1678664,68679,51240,58564,3141.837169791
FL,Coral Springs,33071,26.2491203,-80.2586074,83249,65069,67096,931.357493767254
FL,Ocoee,34761,28.6211153,-81.6185956,0,0,0,0.0
FL,North Lauderdale,33068,26.2240816,-80.2306099,57076,44812,41994,1225.71916167531
FL,Alachua,32615,29.8668252,-82.5112256,72071,59537,51276,1492.03063041482
FL,Pompano Beach,33064,26.2665147,-80.1114779,42673,35358,32757,978.618835731233
